V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,tconst,IMDb_current,IMDb_ratecount_current,imdb_title_type,Match_Confidence_Current,rating_change
742,745,Something in the Rain,2018,7+,8.1/10,57/100,1,0,0,0,1,8.1,tt8078816,8,11434,tvSeries,Exact (title + year),-0.0999999999999996
743,746,Haters Back Off,2016,7+,6.0/10,57/100,1,0,0,0,1,6,,,,,Unmatched,
744,747,Young Wallander,2020,18+,6.8/10,57/100,1,0,0,0,1,6.8,tt9359220,6.9,14600,tvSeries,Exact (title + year),0.100000000000001
745,748,Toy Boy,2019,18+,6.4/10,57/100,1,0,0,0,1,6.4,tt8693266,6.4,9245,tvSeries,Exact (title + year),0
746,749,Aunty Donna's Big Ol' House of Fun,2020,"",8.0/10,57/100,1,0,0,0,1,8,tt13316746,7.9,7548,tvSeries,Exact (title + year),-0.0999999999999996
747,750,Jack Whitehall: Travels with My Father,2017,18+,7.7/10,57/100,1,0,0,0,1,7.7,tt7453996,7.6,6383,tvSeries,Exact (title + year),-0.100000000000001
748,751,Sofia the First,2013,all,6.9/10,57/100,1,0,0,0,1,6.9,tt37675084,8.9,34,tvSeries,Exact (title + year),2
749,752,"Money, Explained",2021,"",6.9/10,57/100,1,0,0,0,1,6.9,tt14492910,7,3160,tvMiniSeries,Exact (title + year),0.0999999999999996
750,753,The Joel McHale Show with Joel McHale,2018,18+,7.2/10,57/100,1,0,0,0,1,7.2,tt7895706,7.1,2601,tvSeries,Exact (title + year),-0.100000000000001
751,754,America's Book of Secrets,2012,7+,6.8/10,57/100,1,1,0,0,1,6.8,tt2198333,6.7,1039,tvSeries,Exact (title + year),-0.0999999999999996
752,755,The World's Most Amazing Vacation Rentals,2021,"",6.6/10,57/100,1,0,0,0,1,6.6,tt14691382,6.8,1743,tvSeries,Exact (title + year),0.2
753,756,Kiss Me First,2018,18+,6.3/10,57/100,1,0,0,0,1,6.3,tt5730690,6.2,4413,tvMiniSeries,Exact (title + year),-0.0999999999999996
754,757,A Very Secret Service,2015,18+,7.8/10,57/100,1,0,0,0,1,7.8,tt4367560,7.7,4153,tvSeries,Exact (title + year),-0.0999999999999996
755,758,Sexy Beasts,2021,"",4.7/10,57/100,1,0,0,0,1,4.7,tt14916746,4.7,1393,tvSeries,Exact (title + year),0
756,759,Scissor Seven,2018,7+,8.3/10,57/100,1,0,0,0,1,8.3,tt10384610,8.4,6395,tvSeries,Exact (title + year),0.0999999999999996
757,760,Summertime,2020,18+,5.5/10,57/100,1,1,0,0,1,5.5,tt11269886,6.1,3414,tvSeries,Exact (title + year),0.6
758,761,Turn Up Charlie,2019,"",7.1/10,57/100,1,0,0,0,1,7.1,tt8304498,7,8649,tvSeries,Exact (title + year),-0.0999999999999996
759,762,The K2,2016,16+,7.8/10,57/100,1,0,0,0,1,7.8,tt5966882,7.7,12865,tvSeries,Exact (title + year),-0.0999999999999996
760,763,The King's Avatar,2017,7+,7.7/10,57/100,1,0,0,0,1,7.7,tt6859260,7.4,1801,tvSeries,Exact (title + year),-0.3
761,764,Prison Playbook,2017,"",8.4/10,57/100,1,0,0,0,1,8.4,tt7622902,8.3,6392,tvSeries,Exact (title + year),-0.0999999999999996
762,765,The Twelve,2019,16+,7.5/10,57/100,1,0,0,0,1,7.5,tt7605396,7.4,7214,tvSeries,Exact (title + year),-0.0999999999999996
763,766,Vanished 46,2016,16+,8.4/10,57/100,1,0,0,0,1,8.4,,,,,Unmatched,
764,767,Valor,2017,16+,6.0/10,57/100,1,0,0,0,1,6,tt6503244,6,3751,tvSeries,Exact (title + year),0
765,768,Northern Rescue,2019,16+,7.1/10,57/100,1,0,0,0,1,7.1,tt8462412,6.9,5393,tvSeries,Exact (title + year),-0.199999999999999
766,769,Equinox,2020,18+,6.1/10,57/100,1,0,0,0,1,6.1,tt10973800,6.1,8920,tvSeries,Exact (title + year),0
767,770,Oggy and the Cockroaches,1999,all,7.3/10,57/100,1,0,0,0,1,7.3,,,,,Unmatched,
768,771,Code Lyoko,2003,7+,7.3/10,57/100,1,0,0,0,1,7.3,tt0417311,7.3,6043,tvSeries,Exact (title + year),0
769,772,Champions,2018,16+,6.1/10,57/100,1,1,0,0,1,6.1,tt6470396,6.2,4490,tvSeries,Exact (title + year),0.100000000000001
770,773,Winx Club,2004,all,6.2/10,57/100,1,0,0,0,1,6.2,tt0421482,6.4,9828,tvSeries,Exact (title + year),0.2
771,774,Dragons: Race to the Edge,2015,7+,8.3/10,57/100,1,0,0,0,1,8.3,tt4816058,8.2,11421,tvSeries,Exact (title + year),-0.100000000000001
772,775,Age of Samurai: Battle for Japan,2021,"",7.4/10,56/100,1,0,0,0,1,7.4,tt10551256,7.4,5888,tvMiniSeries,Exact (title + year),0
773,776,Vexed,2010,7+,7.3/10,56/100,1,0,0,0,1,7.3,tt1497609,7.2,4111,tvSeries,Exact (title + year),-0.0999999999999996
774,777,Family Business,2019,16+,7.4/10,56/100,1,0,0,0,1,7.4,tt10423460,7.4,5937,tvSeries,Exact (title + original-language year),0
775,778,Strangers From Hell,2019,"",7.9/10,56/100,1,0,0,0,1,7.9,,,,,Unmatched,
776,779,BUNK'D,2015,all,5.4/10,56/100,1,0,0,0,1,5.4,tt4591680,5.5,5302,tvSeries,Exact (title + year),0.0999999999999996
777,780,Cathedral of the Sea,2018,16+,7.5/10,56/100,1,0,0,0,1,7.5,tt4944694,7.5,5734,tvSeries,Exact (title + year),0
778,781,Iris,2009,"",7.9/10,56/100,1,0,0,0,1,7.9,tt1757202,7.7,2750,tvSeries,Exact (title + year),-0.2
779,782,Man to Man,2017,"",7.4/10,56/100,1,0,0,0,1,7.4,tt6032762,7.3,2086,tvSeries,Exact (title + year),-0.100000000000001
780,783,History 101,2020,7+,6.8/10,56/100,1,0,0,0,1,6.8,tt11958648,6.9,5070,tvSeries,Exact (title + year),0.100000000000001
781,784,Cat People,2021,"",6.3/10,56/100,1,0,0,0,1,6.3,tt14818454,6.6,420,tvSeries,Exact (title + year),0.3
782,785,Cinderella and Four Knights,2016,"",7.3/10,56/100,1,0,0,0,1,7.3,,,,,Unmatched,
783,786,The Big Flower Fight,2020,"",7.4/10,56/100,1,0,0,0,1,7.4,tt12200714,7.4,1540,tvSeries,Exact (title + year),0
784,787,Cooked,2016,7+,8.1/10,56/100,1,0,0,0,1,8.1,tt5347906,8,3290,tvMiniSeries,Exact (title + year),-0.0999999999999996
785,788,Monarca,2019,18+,7.9/10,56/100,1,0,0,0,1,7.9,tt8655736,7.8,4024,tvSeries,Exact (title + original-language year),-0.100000000000001
786,789,Indian Matchmaking,2020,16+,6.2/10,56/100,1,0,0,0,1,6.2,tt12580168,6.3,4593,tvSeries,Exact (title + year),0.0999999999999996
787,790,Perfume,2018,18+,7.1/10,56/100,1,0,0,0,1,7.1,tt6811236,7,10681,tvSeries,Exact (title + year),-0.0999999999999996
788,791,Avlu,2018,18+,7.2/10,56/100,1,0,0,0,1,7.2,tt7923832,7.3,2434,tvSeries,Exact (title + original-language year),0.0999999999999996
789,792,Wild District,2018,18+,8.3/10,56/100,1,0,0,0,1,8.3,tt8105958,8.1,2339,tvMiniSeries,Exact (title + year),-0.200000000000001
790,793,Magic for Humans,2018,16+,7.2/10,56/100,1,0,0,0,1,7.2,tt8425308,7.2,4001,tvSeries,Exact (title + year),0
791,794,50M2,2021,18+,7.0/10,56/100,1,0,0,0,1,7,,,,,Unmatched,
792,795,Mako Mermaids: An H2O Adventure,2013,all,6.8/10,56/100,1,0,0,0,1,6.8,,,,,Unmatched,
793,796,Extracurricular,2020,18+,7.7/10,56/100,1,0,0,0,1,7.7,tt10262630,7.5,12154,tvSeries,Exact (title + year),-0.2
794,797,Tunnel,2017,16+,8.3/10,56/100,1,0,0,0,1,8.3,tt6356086,8.2,4359,tvSeries,Exact (title + year),-0.100000000000001
795,798,Marseille,2016,18+,6.9/10,56/100,1,0,0,0,1,6.9,tt4003966,6.9,5948,tvSeries,Exact (title + year),0
796,799,Elite Short Stories: Nadia Guzmán,2021,18+,6.4/10,56/100,1,0,0,0,1,6.4,tt14671790,6.2,2264,tvMiniSeries,Exact (title + year),-0.2
797,800,The World's Most Extraordinary Homes,2017,"",7.6/10,56/100,1,0,0,0,1,7.6,tt7804132,7.6,3848,tvSeries,Exact (title + year),0
798,801,The Rise of Phoenixes,2018,7+,8.6/10,56/100,1,0,0,0,1,8.6,tt7052634,8.4,1997,tvSeries,Exact (title + year),-0.199999999999999
799,802,Wakfu,2008,7+,8.2/10,56/100,1,0,0,0,1,8.2,tt1807824,8.2,2731,tvSeries,"Fuzzy (title exact, year +-1)",0
800,803,H,1998,"",7.4/10,56/100,1,0,0,0,1,7.4,tt0173554,7.4,2157,tvSeries,Exact (title + year),0
801,804,The War Next-door,2021,"",5.7/10,56/100,1,0,0,0,1,5.7,tt14821886,5.7,588,tvSeries,Exact (title + year),0
802,805,How to Fix a Drug Scandal,2020,18+,7.0/10,56/100,1,0,0,0,1,7,tt11958942,7,4108,tvMiniSeries,Exact (title + year),0
803,806,Betaal,2020,18+,5.4/10,56/100,1,0,0,0,1,5.4,tt10651790,5.5,10173,tvSeries,Exact (title + year),0.0999999999999996
804,807,Sin Senos Sí Hay Paraíso,2016,16+,6.7/10,56/100,1,0,0,0,1,6.7,tt5676412,6.6,842,tvSeries,Exact (title + year),-0.100000000000001
805,808,Japan Sinks: 2020,2020,18+,6.4/10,56/100,1,0,0,0,1,6.4,tt12031040,6.4,3873,tvMiniSeries,Exact (title + year),0
806,809,Run On,2020,"",7.6/10,56/100,1,0,0,0,1,7.6,tt13271834,7.3,6880,tvSeries,Exact (title + year),-0.3
807,810,Girlfriends,2000,7+,7.2/10,56/100,1,0,0,0,1,7.2,tt0247102,7.5,5581,tvSeries,Exact (title + year),0.3
808,811,Mobile Suit Gundam: Iron-Blooded Orphans,2015,18+,7.9/10,56/100,1,0,0,0,1,7.9,tt5344382,7.9,2762,tvSeries,Exact (title + year),0
809,812,Curon,2020,18+,5.8/10,56/100,1,0,0,0,1,5.8,tt10101518,5.9,5056,tvSeries,Exact (title + year),0.100000000000001
810,813,The Method,2015,18+,7.4/10,56/100,1,0,0,0,1,7.4,tt5135336,7.2,3894,tvSeries,Exact (title + year),-0.2
811,814,Amend: The Fight for America,2021,18+,7.9/10,56/100,1,0,0,0,1,7.9,tt13972246,7.9,1700,tvMiniSeries,Exact (title + year),0
812,815,Reply 1997,2012,"",8.1/10,56/100,1,0,0,0,1,8.1,tt2782216,7.8,2838,tvSeries,Exact (title + year),-0.3
813,816,The Crew,2021,16+,6.6/10,56/100,1,0,0,0,1,6.6,tt10971022,6.5,6995,tvSeries,Exact (title + year),-0.0999999999999996
814,817,Sex Explained,2020,18+,6.9/10,56/100,1,0,0,0,1,6.9,,,,,Unmatched,
815,818,Unauthorized Living,2018,18+,7.5/10,56/100,1,0,0,0,1,7.5,tt6970700,7.4,7185,tvSeries,Exact (title + year),-0.0999999999999996
816,819,James Acaster: Repertoire,2018,18+,8.5/10,56/100,1,0,0,0,1,8.5,tt7818686,8.4,4739,tvMiniSeries,Exact (title + year),-0.0999999999999996
817,820,Blood & Water,2020,18+,6.4/10,56/100,1,0,0,0,1,6.4,tt9839146,6.7,4841,tvSeries,Exact (title + year),0.3
818,821,Adventures of Sonic the Hedgehog,1993,7+,6.2/10,55/100,1,0,0,0,1,6.2,tt0222518,6.3,4601,tvSeries,Exact (title + year),0.0999999999999996
819,822,Tales by Light,2015,"",8.3/10,55/100,1,0,0,0,1,8.3,tt5350276,8.2,2126,tvSeries,Exact (title + year),-0.100000000000001
820,823,Tiny Pretty Things,2020,"",5.9/10,55/100,1,0,0,0,1,5.9,tt10767748,5.9,11442,tvSeries,Exact (title + year),0
821,824,Rust Valley Restorers,2018,16+,7.8/10,55/100,1,0,0,0,1,7.8,tt9498102,7.7,3694,tvSeries,Exact (title + year),-0.0999999999999996
822,825,Immortals,2018,7+,5.3/10,55/100,1,0,0,0,1,5.3,tt8063174,5.1,11191,tvSeries,Exact (title + year),-0.2
823,826,Cheese in the Trap,2016,16+,7.4/10,55/100,1,0,0,0,1,7.4,tt4741110,7.2,5463,tvSeries,Exact (title + year),-0.2
824,827,Terrace House: Boys & Girls in the City,2015,7+,8.1/10,55/100,1,0,0,0,1,8.1,tt4790546,8,1988,tvSeries,Exact (title + year),-0.0999999999999996
825,828,When the Camellia Blooms,2019,"",8.0/10,55/100,1,0,0,0,1,8,tt10826064,7.8,4065,tvSeries,Exact (title + year),-0.2
826,829,My Secret Romance,2017,16+,7.1/10,55/100,1,0,0,0,1,7.1,tt6300100,7.1,5409,tvSeries,Exact (title + year),0
827,830,Marlon,2017,7+,7.1/10,55/100,1,1,0,0,1,7.1,tt5720168,6.9,5138,tvSeries,Exact (title + year),-0.199999999999999
828,831,The Bonfire of Destiny,2019,16+,7.7/10,55/100,1,0,0,0,1,7.7,tt9050352,7.6,6528,tvMiniSeries,Exact (title + year),-0.100000000000001
829,832,100 Days My Prince,2018,16+,7.7/10,55/100,1,0,0,0,1,7.7,tt8199972,7.8,4886,tvSeries,Exact (title + year),0.0999999999999996
830,833,Let's Eat,2013,16+,7.7/10,55/100,1,0,0,0,1,7.7,tt3385484,7.6,731,tvSeries,Exact (title + year),-0.100000000000001
831,834,Kung Fu Panda: Legends of Awesomeness,2011,7+,6.8/10,55/100,1,0,0,0,1,6.8,tt1545214,7,9089,tvSeries,Exact (title + year),0.2
832,835,Crime Scene: The Vanishing at the Cecil Hotel,2021,"",5.9/10,55/100,1,0,0,0,1,5.9,tt13837672,6,21746,tvMiniSeries,Exact (title + year),0.0999999999999996
833,836,PJ Masks,2015,all,5.5/10,55/100,1,0,0,1,1,5.5,tt4148744,5.3,2106,tvSeries,Exact (title + year),-0.2
834,837,Incomplete Life,2014,16+,8.6/10,55/100,1,0,0,0,1,8.6,,,,,Unmatched,
835,838,Fabulous Lives of Bollywood Wives,2020,"",4.7/10,55/100,1,0,0,0,1,4.7,tt13452100,4.1,10644,tvSeries,Exact (title + year),-0.600000000000001
836,839,When Heroes Fly,2018,7+,7.2/10,55/100,1,0,0,0,1,7.2,tt8220344,7.1,4058,tvSeries,Exact (title + year),-0.100000000000001
837,840,The Last O.G.,2018,7+,6.9/10,55/100,1,0,0,0,1,6.9,tt5363912,7,4236,tvSeries,Exact (title + year),0.0999999999999996
838,841,Romance is a Bonus Book,2019,"",8.1/10,55/100,1,0,0,0,1,8.1,tt9130542,7.9,9706,tvSeries,Exact (title + year),-0.199999999999999
839,842,DC Super Hero Girls,2019,7+,7.1/10,55/100,1,0,0,0,1,7.1,tt9628244,7.3,2145,tvSeries,Exact (title + year),0.2
840,843,Wheel of Fortune,1983,all,6.7/10,55/100,1,0,0,0,1,6.7,tt0072584,6.7,4094,tvSeries,Exact (title + year),0
841,844,Chelsea Does,2016,18+,7.2/10,55/100,1,0,0,0,1,7.2,tt5275894,7.4,2667,tvSeries,Exact (title + year),0.2
842,845,Girlfriends' Guide to Divorce,2014,16+,6.9/10,55/100,1,0,0,0,1,6.9,tt2817246,7,5154,tvSeries,Exact (title + year),0.0999999999999996
843,846,Daniel Sloss: Live Shows,2018,18+,8.6/10,55/100,1,0,0,0,1,8.6,tt8858472,8.5,4445,tvMiniSeries,Exact (title + year),-0.0999999999999996
844,847,Case,2015,16+,7.1/10,55/100,1,0,0,0,1,7.1,tt5038858,7.1,2967,tvSeries,Exact (title + year),0
845,848,Always a Witch,2019,16+,6.2/10,55/100,1,0,0,0,1,6.2,tt8001250,6.3,3014,tvSeries,Exact (title + year),0.0999999999999996
846,849,You vs. Wild,2019,"",7.0/10,55/100,1,0,0,0,1,7,tt10044952,6.6,3058,tvSeries,Exact (title + year),-0.4
847,850,The Boulet Brothers' Dragula,2016,18+,7.9/10,55/100,1,0,0,0,1,7.9,tt6289132,8.1,1950,tvSeries,Exact (title + year),0.199999999999999
848,851,Lovestruck in the City,2020,16+,7.8/10,55/100,1,0,0,0,1,7.8,tt13394544,7.5,5820,tvMiniSeries,Exact (title + year),-0.3
849,852,Navillera,2021,"",8.8/10,55/100,1,0,0,0,1,8.8,tt13885302,8.7,4041,tvSeries,Exact (title + year),-0.100000000000001
850,853,Bitter Daisies,2018,18+,7.2/10,55/100,1,0,0,0,1,7.2,,,,,Unmatched,
851,854,Selection Day,2018,16+,7.4/10,55/100,1,0,0,0,1,7.4,tt8004628,7.3,2571,tvSeries,Exact (title + year),-0.100000000000001
852,855,"Bring It On, Ghost",2016,16+,7.6/10,55/100,1,0,0,0,1,7.6,tt5768840,7.6,4310,tvSeries,Exact (title + year),0
853,856,The Standups,2017,"",6.7/10,55/100,1,0,0,0,1,6.7,tt7107518,6.6,1544,tvSeries,Exact (title + year),-0.100000000000001
854,857,(The Hook Up Plan),2018,16+,7.2/10,55/100,1,0,0,0,1,7.2,,,,,Unmatched,
855,858,Because This Is My First Life,2017,16+,8.1/10,55/100,1,0,0,0,1,8.1,tt7278588,8,11255,tvSeries,Exact (title + year),-0.0999999999999996
856,859,The Indian Detective,2017,"",6.5/10,55/100,1,0,0,0,1,6.5,tt5797220,6.5,3670,tvMiniSeries,Exact (title + year),0
857,860,Medal of Honor,2018,16+,8.4/10,55/100,1,0,1,0,1,8.4,tt7440274,8.2,2123,tvSeries,Exact (title + year),-0.200000000000001
858,861,Heaven Official's Blessing,2020,"",8.4/10,55/100,1,0,0,0,1,8.4,tt13375866,8.2,4250,tvSeries,Exact (title + year),-0.200000000000001
859,862,Who Killed Little Gregory?,2019,"",7.4/10,55/100,1,0,0,0,1,7.4,tt11269714,7.4,3573,tvMiniSeries,Exact (title + year),0
860,863,"Coronavirus, Explained",2020,7+,7.6/10,55/100,1,0,0,0,1,7.6,tt12189310,7.5,2551,tvMiniSeries,Exact (title + year),-0.0999999999999996
861,864,Teen Mom 2,2011,7+,4.3/10,55/100,1,0,1,0,1,4.3,tt1821220,4.5,2467,tvSeries,Exact (title + year),0.2
862,865,Vientos de agua,2006,"",8.8/10,55/100,1,0,0,0,1,8.8,tt0459724,8.7,1313,tvMiniSeries,Exact (title + year),-0.100000000000001
863,866,Kantaro: The Sweet Tooth Salaryman,2017,7+,7.5/10,55/100,1,0,0,0,1,7.5,tt6983520,7.4,985,tvSeries,Exact (title + year),-0.0999999999999996
864,867,Al Hayba,2017,7+,7.4/10,55/100,1,0,0,0,1,7.4,tt7035576,7.3,2195,tvSeries,Exact (title + year),-0.100000000000001
865,868,Somewhere Between,2017,16+,6.3/10,55/100,1,0,0,0,1,6.3,tt6467294,6.3,7500,tvSeries,Exact (title + year),0
866,869,Selling Sunset,2019,18+,6.3/10,55/100,1,0,0,0,1,6.3,tt9817298,6.5,9348,tvSeries,Exact (title + year),0.2
867,870,Trailer Park Boys: The Animated Series,2019,18+,7.5/10,55/100,1,0,0,0,1,7.5,tt9814900,7.5,4047,tvSeries,Exact (title + year),0
868,871,Ultraviolet,2017,18+,7.0/10,55/100,1,1,0,0,1,7,tt7514746,6.8,1803,tvSeries,Exact (title + year),-0.2
869,872,Ultraman,2019,16+,6.9/10,54/100,1,0,0,0,1,6.9,tt8699270,6.7,2941,tvSeries,Exact (title + year),-0.2
870,873,No Good Nick,2019,7+,6.0/10,54/100,1,0,0,0,1,6,tt9039142,6.2,4386,tvSeries,Exact (title + year),0.2
871,874,Intersection,2016,"",6.6/10,54/100,1,0,1,0,1,6.6,,,,,Unmatched,
872,875,Daughter From Another Mother,2021,18+,7.4/10,54/100,1,0,0,0,1,7.4,tt11937732,7.2,2746,tvSeries,Exact (title + year),-0.2
873,876,Tiny House Nation,2014,7+,7.1/10,54/100,1,0,0,0,1,7.1,tt3869500,7.1,1422,tvSeries,Exact (title + year),0
874,877,High-Rise Invasion,2021,18+,6.7/10,54/100,1,0,0,0,1,6.7,tt13352232,6.5,5951,tvSeries,Exact (title + year),-0.2
875,878,Mystic Pop-up Bar,2020,16+,8.0/10,54/100,1,0,0,0,1,8,tt12246190,7.9,3731,tvSeries,Exact (title + year),-0.0999999999999996
876,879,The Inmate,2018,"",7.0/10,54/100,1,0,0,0,1,7,tt8452308,6.8,3733,tvSeries,Exact (title + year),-0.2
877,880,Glow Up: Britain's Next Make-Up Star,2019,16+,6.7/10,54/100,1,0,0,0,1,6.7,tt9680524,7,3447,tvSeries,Exact (title + year),0.3
878,881,Falsa Identidad,2018,16+,7.1/10,54/100,1,0,0,0,1,7.1,tt8598690,7,479,tvSeries,Exact (title + original-language year),-0.0999999999999996
879,882,A Perfect Crime,2020,"",7.3/10,54/100,1,0,0,0,1,7.3,tt12939836,7.3,1824,tvMiniSeries,Exact (title + year),0
880,883,Alien Worlds,2020,7+,6.5/10,54/100,1,0,0,0,1,6.5,tt13464340,6.5,4603,tvSeries,Exact (title + year),0
881,884,Barbie: Life in the Dreamhouse,2012,all,7.4/10,54/100,1,0,0,0,1,7.4,tt2644032,7.8,4109,tvSeries,Exact (title + year),0.399999999999999
882,885,Freud,2020,18+,6.5/10,54/100,1,0,0,0,1,6.5,tt8667956,6.5,14241,tvSeries,Exact (title + year),0
883,886,Carmel: Who Killed Maria Marta?,2020,"",7.1/10,54/100,1,0,0,0,1,7.1,tt13244092,7,2980,tvMiniSeries,Exact (title + year),-0.0999999999999996
884,887,Get Even,2020,"",6.5/10,54/100,1,0,0,0,1,6.5,tt9724628,6.4,4076,tvSeries,Exact (title + year),-0.0999999999999996
885,888,God Eater,2015,16+,7.0/10,54/100,1,0,0,0,1,7,tt5240222,6.9,2606,tvSeries,Exact (title + year),-0.0999999999999996
886,889,El Dragón: Return of a Warrior,2019,18+,7.0/10,54/100,1,0,0,0,1,7,tt9281190,6.8,2461,tvSeries,Exact (title + year),-0.2
887,890,Netflix Presents: The Characters,2016,18+,5.4/10,54/100,1,0,0,0,1,5.4,tt5228026,5.5,1112,tvSeries,"Fuzzy (prefix stripped, exact year)",0.0999999999999996
888,891,Jamtara - Sabka Number Ayega,2020,"",7.3/10,54/100,1,0,0,0,1,7.3,,,,,Unmatched,
889,892,Vampires,2020,18+,5.6/10,54/100,1,0,0,0,1,5.6,tt11829316,5.7,1676,tvSeries,Exact (title + year),0.100000000000001
890,893,Zindagi inShort,2021,"",7.2/10,54/100,1,0,0,0,1,7.2,tt11813946,7.1,799,tvSeries,"Fuzzy (title exact, year +-1)",-0.100000000000001
891,894,#blackAF,2020,18+,6.8/10,54/100,1,0,0,0,1,6.8,tt10311562,6.8,5653,tvSeries,Exact (title + year),0
892,895,Ever After High,2013,all,8.0/10,54/100,1,0,0,0,1,8,,,,,Unmatched,
893,896,Sirius the Jaeger,2018,16+,6.8/10,54/100,1,0,0,0,1,6.8,tt8565136,6.7,2825,tvSeries,Exact (title + year),-0.0999999999999996
894,897,Eternal Love,2017,7+,8.3/10,54/100,1,0,0,0,1,8.3,tt6488862,8.2,3742,tvSeries,Exact (title + year),-0.100000000000001
895,898,Murder Mountain,2018,16+,6.9/10,54/100,1,0,0,0,1,6.9,tt9078908,6.8,3825,tvMiniSeries,Exact (title + year),-0.100000000000001
896,899,EastSiders,2012,"",6.9/10,54/100,1,0,0,0,1,6.9,tt2558816,6.9,3352,tvSeries,Exact (title + year),0
897,900,Dope,2017,16+,7.3/10,54/100,1,0,0,0,1,7.3,,,,,Unmatched,
898,901,Troy: Fall of a City,2018,18+,3.8/10,54/100,1,0,0,0,1,3.8,tt5103758,4.2,16667,tvSeries,Exact (title + year),0.4
899,902,Surviving Escobar - Alias JJ,2017,18+,7.9/10,54/100,1,0,0,0,1,7.9,,,,,Unmatched,
900,903,Transfers,2017,"",7.3/10,54/100,1,0,0,0,1,7.3,tt6531888,7.2,1025,tvSeries,Exact (title + year),-0.0999999999999996
901,904,Unnatural Selection,2019,"",8.0/10,54/100,1,0,0,0,1,8,tt11063952,7.8,2313,tvSeries,Exact (title + year),-0.2
902,905,Skylines,2019,16+,7.6/10,54/100,1,0,0,0,1,7.6,tt9184970,7.5,3258,tvSeries,Exact (title + year),-0.0999999999999996
903,906,The Last Czars,2019,"",7.3/10,54/100,1,0,0,0,1,7.3,tt7949606,7.3,10751,tvMiniSeries,Exact (title + year),0
904,907,High Score Girl,2018,7+,8.0/10,54/100,1,0,0,0,1,8,,,,,Unmatched,
905,908,Human: The World Within,2021,"",6.8/10,54/100,1,0,0,0,1,6.8,tt14574154,6.8,1122,tvSeries,Exact (title + year),0
906,909,Unit 42,2017,7+,7.0/10,54/100,1,0,0,0,1,7,tt6136644,6.9,2852,tvSeries,Exact (title + year),-0.0999999999999996
907,910,The Velvet Collection,2017,16+,7.2/10,54/100,1,0,0,0,1,7.2,,,,,Unmatched,
908,911,One on One,2001,16+,7.2/10,54/100,1,0,1,0,1,7.2,tt0284770,7.2,2851,tvSeries,Exact (title + year),0
909,912,Monty Python: Almost the Truth (The Lawyer's Cut),2009,7+,8.1/10,54/100,1,0,0,0,1,8.1,,,,,Unmatched,
910,913,Nicky Jam: El Ganador,2018,"",7.8/10,54/100,1,0,0,0,1,7.8,tt7949200,7.7,1385,tvSeries,Exact (title + year),-0.0999999999999996
911,914,Someone Has to Die,2020,"",6.3/10,54/100,1,0,0,0,1,6.3,tt10311932,6.3,6178,tvMiniSeries,Exact (title + year),0
912,915,Voice,2017,16+,7.7/10,54/100,1,0,0,0,1,7.7,tt6212854,7.6,3156,tvSeries,Exact (title + year),-0.100000000000001
913,916,La Révolution,2020,16+,6.5/10,54/100,1,0,0,0,1,6.5,tt13044528,6.6,7111,tvSeries,Exact (title + year),0.0999999999999996
914,917,Queer Eye: We're in Japan!,2019,16+,8.2/10,54/100,1,0,0,0,1,8.2,tt10971532,8.2,2901,tvSeries,Exact (title + year),0
915,918,Danger Mouse,1981,7+,7.4/10,54/100,1,0,0,0,1,7.4,tt0081848,7.4,4296,tvSeries,Exact (title + year),0
916,919,Paava Kadhaigal,2020,"",8.1/10,54/100,1,0,0,0,1,8.1,tt13206988,8,6272,tvMiniSeries,Exact (title + year),-0.0999999999999996
917,920,Man Like Mobeen,2017,18+,8.0/10,53/100,1,0,0,0,1,8,tt7639280,8,4318,tvSeries,Exact (title + year),0
918,921,Sisyphus,2021,"",7.1/10,53/100,1,0,0,0,1,7.1,tt12477912,6.6,65,tvSeries,"Fuzzy (title exact, year +-1)",-0.5
919,922,MINE,2021,"",7.8/10,53/100,1,0,0,0,1,7.8,tt14023192,7.6,2226,tvSeries,Exact (title + year),-0.2
920,923,X-Men,2011,16+,6.9/10,53/100,1,0,0,1,1,6.9,tt2070571,6.7,2852,tvMiniSeries,Exact (title + year),-0.2
921,924,The Minions of Midas,2020,"",6.6/10,53/100,1,0,0,0,1,6.6,tt10147520,6.6,5144,tvMiniSeries,Exact (title + year),0
922,925,7SEEDS,2019,18+,6.4/10,53/100,1,0,0,0,1,6.4,tt9348718,6.3,2158,tvSeries,Exact (title + year),-0.100000000000001
923,926,Ultimate Beastmaster,2017,all,7.3/10,53/100,1,0,0,0,1,7.3,tt5607970,7.2,2976,tvSeries,Exact (title + year),-0.0999999999999996
924,927,Trigger Warning with Killer Mike,2019,16+,7.0/10,53/100,1,0,0,0,1,7,tt9426194,7.1,1346,tvSeries,Exact (title + year),0.0999999999999996
925,928,The Queen of Flow,2018,18+,7.8/10,53/100,1,0,0,0,1,7.8,tt8560918,7.5,2086,tvSeries,Exact (title + year),-0.3
926,929,The Upshaws,2021,16+,6.9/10,53/100,1,0,0,0,1,6.9,tt10945036,7.1,5147,tvSeries,Exact (title + year),0.199999999999999
927,930,Huge in France,2019,16+,6.8/10,53/100,1,0,0,0,1,6.8,tt8009602,6.8,3274,tvSeries,Exact (title + year),0
