title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_seasons_aggregated,tconst,imdb_title_type,rotten_tomatoes_numeric,log_hours_viewed_2023,log_imdb_ratecount_2021
The Great Heist,2020,18+,7.3,61/100,0,0,0,1,TRUE,2133,5900000,800000,TRUE,TRUE,2020-08-14,2,tt12624844,tvSeries,61,15.5904630783675,7.6657534318617
The Underclass,2020,Unknown,6.2,38/100,0,0,0,1,TRUE,39,1500000,100000,TRUE,TRUE,,2,tt12665438,tvSeries,38,14.2209763327389,3.68887945411394
Mismatched,2020,18+,5.5,49/100,0,0,0,1,TRUE,3142,12200000,1000000,TRUE,TRUE,2020-11-20,4,tt12719250,tvSeries,49,16.3169465916707,8.05293303679757
Mystery Lab,2020,7+,7.7,50/100,0,0,0,1,TRUE,614,700000,100000,TRUE,TRUE,2020-08-04,2,tt12723962,tvSeries,50,13.458837042596,6.42162226780652
Paprika,2018,all,,21/100,0,0,0,1,TRUE,12,100000,,FALSE,FALSE,,1,tt12740488,tvSeries,21,11.5129354649202,2.56494935746154
The Witcher: A Look Inside the Episodes,2020,Unknown,7.1,42/100,0,0,0,1,TRUE,62,100000,100000,TRUE,TRUE,2020-09-02,1,tt12748032,tvSeries,42,11.5129354649202,4.14313472639153
Sing On! Germany,2020,Unknown,5.5,32/100,0,0,0,1,TRUE,113,200000,,TRUE,TRUE,2020-08-07,1,tt12748264,tvSeries,32,12.2060776455177,4.7361984483945
Word Party Songs,2020,Unknown,3.2,30/100,0,0,0,1,TRUE,8,1700000,1600000,TRUE,TRUE,2020-08-07,2,tt12748268,tvSeries,30,14.3461393972616,2.19722457733622
World's Most Wanted,2020,16+,7.2,52/100,0,0,0,1,TRUE,1981,13500000,1500000,TRUE,TRUE,2020-08-05,2,tt12753698,tvSeries,52,16.4182003174827,7.59186171488993
Immigration Nation,2020,16+,7.4,57/100,0,0,0,1,TRUE,972,1800000,100000,TRUE,TRUE,2020-08-03,2,tt12754910,tvSeries,57,14.4032977784218,6.88038408218601
Tiny Creatures,2020,7+,4.9,40/100,0,0,0,1,TRUE,1018,6100000,800000,TRUE,TRUE,2020-08-07,2,tt12759334,tvSeries,40,15.623799493078,6.92657703322273
(Un)Well,2020,18+,6.4,50/100,0,0,0,1,TRUE,871,4800000,400000,TRUE,TRUE,2020-08-12,2,tt12759384,tvSeries,50,15.3841266842114,6.77078942390898
High Score,2020,16+,7.4,65/100,0,0,0,1,TRUE,6632,4100000,400000,TRUE,TRUE,2020-08-19,2,tt12759400,tvMiniSeries,65,15.2264977755769,8.79981246952556
DeMarcus Family Rules,2020,Unknown,6.2,34/100,0,0,0,1,TRUE,81,400000,100000,TRUE,TRUE,2020-08-19,2,tt12759420,tvSeries,34,12.899222326087,4.40671924726425
Alien TV,2020,7+,6.2,42/100,0,0,0,1,TRUE,209,41500000,3800000,TRUE,TRUE,2020-08-21,4,tt12765530,tvSeries,42,17.5412040092973,5.34710753071747
Bhaag Beanie Bhaag,2020,Unknown,3.8,34/100,0,0,0,1,TRUE,3608,400000,100000,TRUE,TRUE,2020-12-04,2,tt12775836,tvSeries,34,12.899222326087,8.19118600464279
Toradora!,2008,16+,8,66/100,0,1,0,2,FALSE,11548,8500000,400000,FALSE,FALSE,,2,tt1279024,tvSeries,66,15.9555768391076,9.35435413211509
Sweet Tooth,2021,16+,7.9,84/100,0,0,0,1,TRUE,17418,316800000,6900000,TRUE,TRUE,2021-06-04,4,tt12809988,tvSeries,84,19.5737812210611,9.76531684347746
Do Do Sol Sol La La Sol,2020,Unknown,7.4,48/100,0,0,0,1,TRUE,966,19200000,500000,TRUE,TRUE,2020-10-07,2,tt12850262,tvMiniSeries,48,16.7704208890813,6.87419849545329
Record of Youth,2020,16+,7.3,47/100,0,0,0,1,TRUE,1524,45400000,1100000,TRUE,TRUE,2020-09-07,2,tt12850322,tvSeries,47,17.631022685038,7.32974968904151
Dead Set,2008,18+,7.6,74/100,0,0,0,1,TRUE,18887,100000,,FALSE,FALSE,,1,tt1285482,tvMiniSeries,74,11.5129354649202,9.84628207876535
Start-Up,2020,16+,8.1,60/100,0,0,0,1,TRUE,5189,58800000,1300000,TRUE,TRUE,2020-10-17,2,tt12867810,tvSeries,60,17.8896524298757,8.55448897615993
Felipe Esparza: Bad Decisions,2020,Unknown,5,36/100,0,0,0,1,TRUE,135,500000,100000,TRUE,TRUE,2020-09-01,2,tt12875768,tvMiniSeries,36,13.1223653774023,4.91265488573605
La Línea: Shadow of Narco,2020,Unknown,6.4,39/100,0,0,0,1,TRUE,326,1200000,200000,TRUE,TRUE,2020-09-09,2,tt12875794,tvMiniSeries,39,13.9978329480912,5.78996017089725
The School Nurse Files,2020,Unknown,6.5,44/100,0,0,0,1,TRUE,875,2600000,200000,TRUE,TRUE,2020-09-25,2,tt12879522,tvSeries,44,14.771022387607,6.77536609093639
Million Dollar Beach House,2020,18+,4.1,40/100,0,0,0,1,TRUE,642,2100000,300000,TRUE,TRUE,2020-08-26,2,tt12882136,tvSeries,40,14.557448378884,6.46614472423762
Bread Barbershop,2020,Unknown,8.8,44/100,0,0,0,1,TRUE,78,45600000,3200000,TRUE,FALSE,,6,tt12912830,tvSeries,44,17.6354182964144,4.36944785246702
Chef's Table: BBQ,2020,Unknown,7.8,49/100,0,0,0,1,TRUE,777,2500000,300000,TRUE,TRUE,2020-09-02,2,tt12917170,tvMiniSeries,49,14.7318016898383,6.65672652417839
Bad Boy Billionaires: India,2020,Unknown,8,52/100,0,0,0,1,TRUE,2601,2300000,500000,TRUE,TRUE,2020-10-04,2,tt12923630,tvSeries,52,14.6484201156819,7.86403565907245
Sing On!,2020,Unknown,6.3,39/100,0,0,0,1,TRUE,308,4000000,300000,TRUE,TRUE,2020-09-16,2,tt12923734,tvSeries,39,15.2018051690841,5.73334127689775
The Playbook,2020,Unknown,7.5,49/100,0,0,0,1,TRUE,1111,1700000,200000,TRUE,TRUE,2020-09-22,2,tt12930602,tvSeries,49,14.3461393972616,7.01391547481053
A Perfect Crime,2020,Unknown,7.3,54/100,0,0,0,1,TRUE,1163,800000,100000,TRUE,TRUE,2020-09-25,2,tt12939836,tvMiniSeries,54,13.5923682566493,7.05961762829138
Becoming,2020,16+,6.8,38/100,0,0,1,2,FALSE,39,1000000,,TRUE,TRUE,2020-05-06,1,tt12944764,tvSeries,38,13.8155115579638,3.68887945411394
Country Ever After,2020,Unknown,6.5,36/100,0,0,0,1,TRUE,122,1200000,100000,TRUE,TRUE,2020-11-06,2,tt12987872,tvSeries,36,13.9978329480912,4.81218435537242
"Good Morning, Verônica",2020,Unknown,7.6,52/100,0,0,0,1,TRUE,2747,29300000,2900000,TRUE,TRUE,2020-10-01,4,tt12987918,tvSeries,52,17.193098108117,7.91862865334224
"Whose Vote Counts, Explained",2020,Unknown,7.3,48/100,0,0,0,1,TRUE,882,200000,100000,TRUE,TRUE,2020-09-28,2,tt13005714,tvMiniSeries,48,12.2060776455177,6.78332520060396
Dad Stop Embarrassing Me!,2021,7+,4.2,48/100,0,0,0,1,TRUE,1525,5000000,600000,TRUE,TRUE,2021-04-14,2,tt13018090,tvSeries,48,15.4249486703984,7.3304052118444
La Révolution,2020,16+,6.5,54/100,0,0,0,1,TRUE,4741,9600000,800000,TRUE,TRUE,2020-10-16,2,tt13044528,tvSeries,54,16.0772737606047,8.46421426662535
The Platform,2020,Unknown,7,45/100,0,0,0,1,TRUE,218,300000,,FALSE,FALSE,,3,tt13057984,tvSeries,45,12.6115410869661,5.3890717298165
Deaf U,2020,18+,6.4,45/100,0,0,0,1,TRUE,398,100000,,TRUE,TRUE,2020-10-09,1,tt13070478,tvSeries,45,11.5129354649202,5.98896141688986
Last Chance U: Basketball,2021,18+,8.4,57/100,0,0,0,1,TRUE,1827,16300000,400000,TRUE,TRUE,2021-03-10,4,tt13087512,tvSeries,57,16.6066757271267,7.5109777520141
The Umbrella Academy,2019,16+,8,87/100,0,0,0,1,TRUE,171030,123200000,5800000,TRUE,TRUE,2019-02-15,6,tt1312171,tvSeries,87,18.6293196171806,12.0496001056041
The Sons of Sam: A Descent Into Darkness,2021,18+,7,60/100,0,0,0,1,TRUE,5213,6900000,700000,TRUE,TRUE,2021-05-05,2,tt13156316,tvMiniSeries,60,15.747032114495,8.55910259449345
Dream Home Makeover,2020,all,5.6,47/100,0,0,0,1,TRUE,860,28800000,3800000,TRUE,TRUE,2020-10-16,8,tt13161310,tvSeries,47,17.1758859798284,6.75809450442773
Detention,2020,Unknown,6.3,46/100,0,1,0,2,FALSE,353,800000,100000,TRUE,TRUE,2020-12-05,2,tt13175760,tvMiniSeries,46,13.5923682566493,5.86929691313377
Paava Kadhaigal,2020,Unknown,8.1,54/100,0,0,0,1,TRUE,4658,500000,,TRUE,TRUE,2020-12-18,1,tt13206988,tvMiniSeries,54,13.1223653774023,8.4465561118168
Carmel: Who Killed Maria Marta?,2020,Unknown,7.1,54/100,0,0,0,1,TRUE,1820,1700000,200000,TRUE,TRUE,2020-11-05,2,tt13244092,tvMiniSeries,54,14.3461393972616,7.50714107972761
Holiday Home Makeover with Mr. Christmas,2020,all,5.7,38/100,0,0,0,1,TRUE,240,2100000,800000,TRUE,TRUE,2020-11-18,2,tt13255112,tvSeries,38,14.557448378884,5.48479693349066
Run On,2020,Unknown,7.6,56/100,0,0,0,1,TRUE,1453,52700000,1300000,TRUE,TRUE,2020-12-16,2,tt13271834,tvSeries,56,17.7801260324869,7.28207365809347
The Uncanny Counter,2020,Unknown,8.2,58/100,0,0,0,1,TRUE,3236,125600000,5800000,TRUE,TRUE,2020-11-28,2,tt13273826,tvSeries,58,18.6486128199602,8.08240225392624
Thus Spoke Kishibe Rohan,2021,Unknown,7.7,49/100,0,0,0,1,TRUE,86,1200000,200000,TRUE,TRUE,2021-02-18,2,tt13280486,tvMiniSeries,49,13.9978329480912,4.46590811865458
The House Arrest of Us,2020,7+,7.5,46/100,0,0,0,1,TRUE,79,1900000,200000,TRUE,TRUE,,2,tt13280838,tvSeries,46,14.4573649704523,4.38202663467388
Aunty Donna's Big Ol' House of Fun,2020,Unknown,8,57/100,0,0,0,1,TRUE,5024,600000,100000,TRUE,TRUE,2020-11-11,2,tt13316746,tvSeries,57,13.3046866008636,8.52218073292728
The Devil Punisher,2020,Unknown,5.9,37/100,0,0,0,1,TRUE,106,5400000,100000,TRUE,TRUE,2020-10-25,2,tt13317376,tvSeries,37,15.5019096967197,4.67282883446191
Voices of Fire,2020,Unknown,6.9,42/100,0,0,0,1,TRUE,328,1400000,200000,TRUE,TRUE,2020-11-20,2,tt13329282,tvSeries,42,14.1519835088709,5.79605775076537
High-Rise Invasion,2021,18+,6.7,54/100,0,0,0,1,TRUE,1579,9600000,800000,TRUE,TRUE,2021-02-25,2,tt13352232,tvSeries,54,16.0772737606047,7.36518012602101
The Way of the Househusband,2021,16+,8.6,45/100,0,0,0,1,TRUE,2045,16300000,1900000,TRUE,TRUE,2021-04-08,4,tt13357124,tvSeries,45,16.6066757271267,7.62364194651157
Trial 4,2020,Unknown,7.4,53/100,0,0,0,1,TRUE,1704,6200000,600000,TRUE,TRUE,2020-11-11,2,tt13363298,tvMiniSeries,53,15.6400600113056,7.44132038971762
Heaven Official's Blessing,2020,Unknown,8.4,55/100,0,0,0,1,TRUE,678,4700000,700000,FALSE,FALSE,,3,tt13375866,tvSeries,55,15.3630732794462,6.5206211275587
Lovestruck in the City,2020,16+,7.8,55/100,0,0,0,1,TRUE,1263,10600000,500000,TRUE,TRUE,2020-12-22,2,tt13394544,tvMiniSeries,55,16.1763646534219,7.1420365747068
Moving On,2009,7+,7.5,49/100,0,0,0,1,TRUE,342,100000,,FALSE,FALSE,,1,tt1340758,tvSeries,49,11.5129354649202,5.83773044716594
Vincenzo,2021,Unknown,8.5,66/100,0,0,0,1,TRUE,6076,129500000,2100000,TRUE,TRUE,2021-02-20,2,tt13433812,tvSeries,66,18.6791914468259,8.71226643213536
Fabulous Lives of Bollywood Wives,2020,Unknown,4.7,55/100,0,0,0,1,TRUE,6896,4100000,400000,TRUE,TRUE,2020-11-27,4,tt13452100,tvSeries,55,15.2264977755769,8.83884181343129
Kings of Jo'Burg,2020,Unknown,5.4,45/100,0,0,0,1,TRUE,416,51500000,1500000,TRUE,TRUE,2020-12-04,4,tt13453828,tvSeries,45,17.7570923850514,6.0330862217988
Alien Worlds,2020,7+,6.5,54/100,0,0,0,1,TRUE,2888,6300000,900000,TRUE,TRUE,2020-12-02,2,tt13464340,tvSeries,54,15.6560603500919,7.96866570046624
Anitta: Made in Honório,2020,Unknown,7,42/100,0,0,0,1,TRUE,336,600000,100000,TRUE,TRUE,2020-12-15,2,tt13486136,tvMiniSeries,42,13.3046866008636,5.82008293035236
The Surgeon's Cut,2020,Unknown,8.5,53/100,0,0,0,1,TRUE,802,3600000,400000,TRUE,TRUE,2020-12-09,2,tt13487106,tvSeries,53,15.0964446812041,6.68835471394676
The Ripper,2020,Unknown,7.1,58/100,0,0,0,1,TRUE,7437,9000000,1400000,TRUE,TRUE,2020-12-16,2,tt13492374,tvMiniSeries,58,16.0127352464116,8.91435727448502
Rhyme Time Town Singalongs,2020,all,8.3,39/100,0,0,0,1,TRUE,11,2400000,500000,TRUE,TRUE,2020-12-22,2,tt13530018,tvSeries,39,14.6909797119848,2.484906649788
Room 2806: The Accusation,2020,Unknown,7,51/100,0,0,0,1,TRUE,1857,2000000,300000,TRUE,TRUE,2020-12-07,2,tt13540900,tvMiniSeries,51,14.5086582385241,7.52725591937378
